Age,Age_Group,Job,Marital_Status,Education,Has_Credit_Default,Has_Housing_Loan,Has_Personal_Loan,Contact_Type,Contact_Month,Contact_Day,Call_Duration_Seconds,Call_Duration_Minutes,Campaign_Contacts,Campaign_Contact_Group,Days_Since_Previous_Contact,Previous_Contact_Status,Days_Since_Previous_Contact_Clean,Previous_Contacts,Previous_Campaign_Outcome,Employment_Variation_Rate,Consumer_Price_Index,Consumer_Confidence_Index,Euribor_3_Month,Number_Employed,Subscribed_Term_Deposit,Subscribed_Flag
30,25-34,Admin,Single,University Degree,No,No,No,cellular,jul,mon,171,2.85,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
47,45-54,Retired,Single,Basic 6 Years,Unknown,Yes,No,cellular,jul,mon,72,1.2,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
27,25-34,Blue Collar,Single,Basic 9 Years,No,Unknown,Unknown,cellular,jul,mon,182,3.03,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
33,25-34,Self Employed,Married,University Degree,No,Yes,No,telephone,jul,mon,105,1.75,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
31,25-34,Management,Married,University Degree,No,Yes,No,cellular,jul,mon,106,1.77,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
44,35-44,Entrepreneur,Married,High School,No,Yes,No,cellular,jul,mon,64,1.07,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
47,45-54,Blue Collar,Married,Basic 6 Years,No,No,No,cellular,jul,mon,126,2.1,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
43,35-44,Services,Divorced,High School,No,No,No,cellular,jul,mon,122,2.03,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
26,25-34,Technician,Single,High School,No,Yes,No,cellular,jul,mon,124,2.07,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
51,45-54,Admin,Married,University Degree,No,No,Yes,telephone,jul,mon,464,7.73,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
24,Below 25,Self Employed,Single,Professional Course,No,Yes,No,cellular,jul,mon,201,3.35,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
34,25-34,Blue Collar,Married,Basic 6 Years,Unknown,Yes,No,cellular,jul,mon,616,10.27,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
27,25-34,Housemaid,Married,High School,No,Yes,No,cellular,jul,mon,194,3.23,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
45,45-54,Blue Collar,Divorced,Basic 9 Years,No,Yes,No,cellular,jul,mon,146,2.43,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
32,25-34,Unemployed,Married,High School,Unknown,Yes,No,cellular,jul,mon,38,0.63,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
27,25-34,Services,Single,High School,No,No,No,cellular,jul,mon,68,1.13,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
22,Below 25,Blue Collar,Single,Basic 9 Years,No,Yes,No,cellular,jul,mon,245,4.08,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
22,Below 25,Blue Collar,Single,Basic 9 Years,No,Yes,No,cellular,jul,mon,79,1.32,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
47,45-54,Management,Married,Basic 4 Years,No,Yes,No,cellular,jul,mon,130,2.17,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
37,35-44,Admin,Married,High School,Unknown,Yes,No,cellular,jul,mon,204,3.4,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
47,45-54,Retired,Single,Basic 6 Years,Unknown,Yes,No,cellular,jul,mon,145,2.42,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
30,25-34,Technician,Married,Professional Course,No,Yes,Yes,cellular,jul,mon,699,11.65,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
43,35-44,Services,Divorced,High School,No,Yes,No,cellular,jul,mon,140,2.33,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
48,45-54,Management,Married,University Degree,No,Yes,No,cellular,jul,mon,768,12.8,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
50,45-54,Blue Collar,Married,Basic 4 Years,No,No,No,cellular,jul,mon,1130,18.83,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Subscribed,1
36,35-44,Blue Collar,Married,Basic 9 Years,No,Yes,No,cellular,jul,mon,80,1.33,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
28,25-34,Admin,Single,High School,No,No,No,cellular,jul,mon,259,4.32,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
46,45-54,Blue Collar,Single,Basic 6 Years,Unknown,Yes,Yes,cellular,jul,mon,341,5.68,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
35,35-44,Self Employed,Married,University Degree,No,Yes,No,cellular,jul,mon,192,3.2,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
42,35-44,Admin,Married,High School,No,No,Yes,cellular,jul,mon,417,6.95,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
25,25-34,Admin,Married,High School,No,No,No,cellular,jul,mon,154,2.57,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
51,45-54,Admin,Married,University Degree,No,No,No,cellular,jul,mon,455,7.58,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
31,25-34,Blue Collar,Divorced,Basic 6 Years,No,Yes,No,cellular,jul,mon,85,1.42,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
42,35-44,Blue Collar,Married,Basic 6 Years,Unknown,No,No,cellular,jul,mon,243,4.05,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
31,25-34,Housemaid,Married,High School,No,Yes,No,cellular,jul,mon,225,3.75,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
35,35-44,Blue Collar,Married,High School,No,Yes,No,cellular,jul,mon,85,1.42,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
52,45-54,Services,Married,High School,Unknown,No,No,cellular,jul,mon,76,1.27,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
52,45-54,Entrepreneur,Married,Basic 9 Years,Unknown,Yes,No,cellular,jul,mon,163,2.72,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
35,35-44,Blue Collar,Married,High School,No,No,Yes,cellular,jul,mon,149,2.48,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
28,25-34,Technician,Single,High School,No,No,No,cellular,jul,mon,568,9.47,8,7+ Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
57,55-64,Retired,Married,University Degree,No,Yes,Yes,cellular,jul,mon,1062,17.7,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Subscribed,1
29,25-34,Blue Collar,Married,Basic 9 Years,No,No,No,cellular,jul,mon,334,5.57,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
36,35-44,Admin,Single,High School,Unknown,Yes,Yes,cellular,jul,mon,393,6.55,5,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
50,45-54,Admin,Divorced,Basic 9 Years,No,No,No,cellular,jul,mon,250,4.17,5,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
49,45-54,Blue Collar,Divorced,Basic 6 Years,Unknown,Yes,No,cellular,jul,mon,364,6.07,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
44,35-44,Blue Collar,Single,Basic 6 Years,Unknown,Yes,No,cellular,jul,mon,229,3.82,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
35,35-44,Technician,Single,University Degree,No,Yes,No,cellular,jul,mon,118,1.97,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
54,45-54,Blue Collar,Single,Unknown,No,No,No,cellular,jul,mon,111,1.85,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
47,45-54,Retired,Single,Basic 6 Years,Unknown,Yes,No,cellular,jul,mon,315,5.25,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
26,25-34,Admin,Single,High School,No,Yes,No,cellular,jul,mon,115,1.92,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
42,35-44,Admin,Married,University Degree,No,Yes,No,cellular,jul,mon,144,2.4,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
25,25-34,Admin,Single,University Degree,No,No,No,cellular,jul,mon,103,1.72,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
33,25-34,Self Employed,Married,University Degree,No,No,No,cellular,jul,mon,299,4.98,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
42,35-44,Technician,Married,Professional Course,Unknown,Yes,No,cellular,jul,mon,77,1.28,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
41,35-44,Housemaid,Single,Basic 4 Years,Unknown,Yes,No,cellular,jul,mon,385,6.42,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
45,45-54,Unemployed,Married,High School,No,Yes,No,cellular,jul,mon,99,1.65,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
30,25-34,Blue Collar,Married,Basic 9 Years,No,Yes,No,cellular,jul,mon,245,4.08,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
28,25-34,Admin,Married,University Degree,No,No,No,cellular,jul,mon,140,2.33,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
26,25-34,Blue Collar,Single,High School,No,No,No,cellular,jul,mon,124,2.07,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
46,45-54,Services,Married,High School,No,No,No,cellular,jul,mon,93,1.55,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
34,25-34,Blue Collar,Married,Basic 9 Years,No,Yes,Yes,cellular,jul,mon,465,7.75,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
47,45-54,Blue Collar,Married,Basic 6 Years,Unknown,No,No,cellular,jul,mon,197,3.28,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
48,45-54,Management,Married,University Degree,No,Yes,No,cellular,jul,mon,216,3.6,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
31,25-34,Admin,Single,Basic 9 Years,No,Yes,No,cellular,jul,mon,392,6.53,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
29,25-34,Services,Married,High School,No,Yes,No,cellular,jul,mon,407,6.78,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
27,25-34,Technician,Married,Professional Course,No,No,No,telephone,jul,mon,81,1.35,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
25,25-34,Blue Collar,Single,High School,No,Yes,No,cellular,jul,mon,619,10.32,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
43,35-44,Admin,Married,High School,No,No,No,cellular,jul,mon,81,1.35,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
48,45-54,Management,Married,University Degree,No,Yes,No,cellular,jul,mon,248,4.13,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
47,45-54,Retired,Single,Basic 6 Years,Unknown,No,No,cellular,jul,mon,157,2.62,5,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
30,25-34,Blue Collar,Married,Basic 9 Years,No,Yes,No,cellular,jul,mon,214,3.57,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
50,45-54,Blue Collar,Married,Professional Course,Unknown,Yes,No,cellular,jul,mon,201,3.35,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
29,25-34,Admin,Married,University Degree,No,Yes,Yes,cellular,jul,mon,425,7.08,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
36,35-44,Admin,Married,University Degree,No,Yes,Yes,cellular,jul,mon,1669,27.82,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Subscribed,1
37,35-44,Blue Collar,Married,Basic 6 Years,No,Yes,No,cellular,jul,mon,108,1.8,5,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
41,35-44,Technician,Married,High School,No,Yes,Yes,cellular,jul,mon,460,7.67,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
36,35-44,Blue Collar,Married,Basic 9 Years,No,Yes,Yes,cellular,jul,mon,256,4.27,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
46,45-54,Blue Collar,Single,Basic 6 Years,Unknown,No,Yes,cellular,jul,mon,272,4.53,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
27,25-34,Admin,Married,Basic 9 Years,Unknown,Yes,Yes,cellular,jul,mon,166,2.77,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
47,45-54,Retired,Single,Basic 6 Years,Unknown,Yes,Yes,cellular,jul,mon,431,7.18,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
26,25-34,Technician,Single,High School,No,Yes,No,cellular,jul,mon,377,6.28,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
30,25-34,Technician,Married,Professional Course,No,Yes,Yes,cellular,jul,mon,184,3.07,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
43,35-44,Housemaid,Married,Basic 4 Years,No,No,No,cellular,jul,mon,119,1.98,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
34,25-34,Blue Collar,Single,Professional Course,No,No,Yes,cellular,jul,mon,123,2.05,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
31,25-34,Blue Collar,Married,Basic 9 Years,No,Yes,No,cellular,jul,mon,250,4.17,5,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
31,25-34,Housemaid,Married,High School,No,Yes,No,cellular,jul,mon,109,1.82,8,7+ Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
51,45-54,Blue Collar,Married,Basic 4 Years,Unknown,Yes,No,cellular,jul,mon,301,5.02,6,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
24,Below 25,Services,Single,High School,No,No,No,cellular,jul,mon,257,4.28,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
30,25-34,Technician,Single,Professional Course,No,Yes,No,cellular,jul,mon,136,2.27,5,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
37,35-44,Blue Collar,Married,Professional Course,No,Yes,No,cellular,jul,mon,340,5.67,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
28,25-34,Admin,Single,Basic 9 Years,No,Yes,No,cellular,jul,mon,387,6.45,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
54,45-54,Blue Collar,Married,Basic 4 Years,Unknown,No,No,cellular,jul,mon,163,2.72,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
52,45-54,Blue Collar,Married,Unknown,No,No,Yes,cellular,jul,mon,326,5.43,11,7+ Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
34,25-34,Blue Collar,Married,Basic 6 Years,Unknown,Yes,No,cellular,jul,mon,557,9.28,5,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
44,35-44,Unemployed,Married,High School,No,Yes,No,cellular,jul,mon,512,8.53,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
55,55-64,Management,Single,Unknown,No,No,Yes,cellular,jul,mon,342,5.7,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
36,35-44,Admin,Married,University Degree,No,Yes,No,telephone,jul,mon,197,3.28,5,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
50,45-54,Admin,Divorced,Basic 9 Years,No,Yes,No,cellular,jul,mon,97,1.62,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
43,35-44,Admin,Divorced,High School,No,Yes,No,telephone,jul,mon,109,1.82,6,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
46,45-54,Blue Collar,Married,Basic 9 Years,Unknown,Yes,Yes,cellular,jul,mon,194,3.23,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
47,45-54,Blue Collar,Married,Basic 6 Years,No,Yes,Yes,cellular,jul,mon,298,4.97,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
31,25-34,Technician,Married,High School,No,No,No,cellular,jul,mon,101,1.68,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
36,35-44,Technician,Divorced,Professional Course,No,Yes,No,cellular,jul,mon,643,10.72,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
32,25-34,Services,Married,High School,No,No,No,cellular,jul,mon,1271,21.18,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
54,45-54,Blue Collar,Divorced,Basic 4 Years,No,No,No,cellular,jul,mon,149,2.48,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
52,45-54,Services,Married,High School,Unknown,No,No,cellular,jul,mon,81,1.35,6,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
50,45-54,Blue Collar,Married,Basic 4 Years,No,No,No,cellular,jul,mon,244,4.07,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
35,35-44,Admin,Married,High School,Unknown,No,No,cellular,jul,mon,1336,22.27,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Subscribed,1
27,25-34,Blue Collar,Single,Basic 9 Years,No,Yes,No,telephone,jul,mon,111,1.85,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
28,25-34,Admin,Single,High School,No,No,Yes,cellular,jul,mon,157,2.62,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
34,25-34,Services,Married,High School,No,Unknown,Unknown,cellular,jul,mon,455,7.58,13,7+ Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
31,25-34,Blue Collar,Married,High School,No,No,Yes,cellular,jul,mon,218,3.63,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
51,45-54,Housemaid,Married,Basic 4 Years,No,Yes,No,cellular,jul,mon,118,1.97,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
54,45-54,Blue Collar,Single,Unknown,No,No,No,telephone,jul,mon,185,3.08,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
51,45-54,Housemaid,Married,University Degree,No,No,No,cellular,jul,mon,138,2.3,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
44,35-44,Blue Collar,Married,Basic 9 Years,No,No,No,cellular,jul,mon,304,5.07,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
30,25-34,Blue Collar,Married,Basic 9 Years,No,No,No,cellular,jul,mon,171,2.85,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
36,35-44,Technician,Divorced,Professional Course,No,Yes,Yes,cellular,jul,mon,43,0.72,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
27,25-34,Services,Single,High School,No,No,No,cellular,jul,mon,1071,17.85,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Subscribed,1
27,25-34,Admin,Single,High School,No,Yes,No,telephone,jul,mon,167,2.78,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
32,25-34,Blue Collar,Married,Basic 9 Years,No,No,No,cellular,jul,mon,240,4,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,93.918,-42.7,4.962,"5,228.1",Not Subscribed,0
